Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 10:00:00,09/07/19 11:00:00,2928
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 10:00:00,09/07/19 11:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 11:00:00,09/07/19 12:00:00,21677
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 11:00:00,09/07/19 12:00:00,135
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 11:00:00,09/07/19 12:00:00,3308
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 11:00:00,09/07/19 12:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 11:00:00,09/07/19 12:00:00,8290231
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 11:00:00,09/07/19 12:00:00,50442835
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 11:00:00,09/07/19 12:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 12:00:00,09/07/19 13:00:00,3120
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 12:00:00,09/07/19 13:00:00,51259826
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 12:00:00,09/07/19 13:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 12:00:00,09/07/19 13:00:00,21429
AmazonRDS,Not Applicable,USE2-APN2-AWS-In-Bytes,,09/07/19 12:00:00,09/07/19 13:00:00,40
AmazonRDS,Not Applicable,USE2-EUC1-AWS-In-Bytes,,09/07/19 12:00:00,09/07/19 13:00:00,40
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 12:00:00,09/07/19 13:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 12:00:00,09/07/19 13:00:00,8336306
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 13:00:00,09/07/19 14:00:00,3332
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 13:00:00,09/07/19 14:00:00,45
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 13:00:00,09/07/19 14:00:00,51076366
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 13:00:00,09/07/19 14:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 13:00:00,09/07/19 14:00:00,11021981
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 13:00:00,09/07/19 14:00:00,18364
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 13:00:00,09/07/19 14:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 14:00:00,09/07/19 15:00:00,18630
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 14:00:00,09/07/19 15:00:00,3396
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 14:00:00,09/07/19 15:00:00,3
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 14:00:00,09/07/19 15:00:00,90
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 14:00:00,09/07/19 15:00:00,15249831
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 14:00:00,09/07/19 15:00:00,52459002
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 14:00:00,09/07/19 15:00:00,64424509440
AmazonRDS,Not Applicable,USE2-APS1-AWS-In-Bytes,,09/07/19 14:00:00,09/07/19 15:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 15:00:00,09/07/19 16:00:00,16663025
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 15:00:00,09/07/19 16:00:00,2812
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 15:00:00,09/07/19 16:00:00,19914
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 15:00:00,09/07/19 16:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 15:00:00,09/07/19 16:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 15:00:00,09/07/19 16:00:00,53180885
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 15:00:00,09/07/19 16:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 16:00:00,09/07/19 17:00:00,11923
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 16:00:00,09/07/19 17:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 16:00:00,09/07/19 17:00:00,45
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 16:00:00,09/07/19 17:00:00,52675235
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 16:00:00,09/07/19 17:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 16:00:00,09/07/19 17:00:00,16407643
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 16:00:00,09/07/19 17:00:00,21872
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 17:00:00,09/07/19 18:00:00,3040
AmazonRDS,Not Applicable,USE2-APS1-AWS-In-Bytes,,09/07/19 17:00:00,09/07/19 18:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 17:00:00,09/07/19 18:00:00,16180026
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 17:00:00,09/07/19 18:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 17:00:00,09/07/19 18:00:00,90
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 17:00:00,09/07/19 18:00:00,52243328
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 17:00:00,09/07/19 18:00:00,18243
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 17:00:00,09/07/19 18:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 18:00:00,09/07/19 19:00:00,24172
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 18:00:00,09/07/19 19:00:00,3
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 18:00:00,09/07/19 19:00:00,80
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 18:00:00,09/07/19 19:00:00,52581065
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 18:00:00,09/07/19 19:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 18:00:00,09/07/19 19:00:00,16808317
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 18:00:00,09/07/19 19:00:00,3268
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 19:00:00,09/07/19 20:00:00,24831
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 19:00:00,09/07/19 20:00:00,3116
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 19:00:00,09/07/19 20:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 19:00:00,09/07/19 20:00:00,52830847
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 19:00:00,09/07/19 20:00:00,15491759
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 19:00:00,09/07/19 20:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 20:00:00,09/07/19 21:00:00,135
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 20:00:00,09/07/19 21:00:00,52901110
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 20:00:00,09/07/19 21:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 20:00:00,09/07/19 21:00:00,27857
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 20:00:00,09/07/19 21:00:00,16076570
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 20:00:00,09/07/19 21:00:00,7526
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 20:00:00,09/07/19 21:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 21:00:00,09/07/19 22:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 21:00:00,09/07/19 22:00:00,51877639
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 21:00:00,09/07/19 22:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 21:00:00,09/07/19 22:00:00,12487553
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 21:00:00,09/07/19 22:00:00,23982
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 21:00:00,09/07/19 22:00:00,3586
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 21:00:00,09/07/19 22:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 22:00:00,09/07/19 23:00:00,50736850
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 22:00:00,09/07/19 23:00:00,8299420
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 22:00:00,09/07/19 23:00:00,23010
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 22:00:00,09/07/19 23:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 22:00:00,09/07/19 23:00:00,3160
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 22:00:00,09/07/19 23:00:00,90
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 22:00:00,09/07/19 23:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/07/19 23:00:00,09/08/19 00:00:00,3192
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/07/19 23:00:00,09/08/19 00:00:00,8241078
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/07/19 23:00:00,09/08/19 00:00:00,64424509440
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/07/19 23:00:00,09/08/19 00:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/07/19 23:00:00,09/08/19 00:00:00,50150633
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/07/19 23:00:00,09/08/19 00:00:00,21500
AmazonRDS,Not Applicable,USE2-RDS:ChargedBackupUsage,,09/07/19 23:00:00,09/08/19 00:00:00,0
AmazonRDS,Not Applicable,USE2-RDS:TotalBackupUsage,,09/07/19 23:00:00,09/08/19 00:00:00,592881647616
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/07/19 23:00:00,09/08/19 00:00:00,45
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 00:00:00,09/08/19 01:00:00,25220
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 00:00:00,09/08/19 01:00:00,50997630
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 00:00:00,09/08/19 01:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 00:00:00,09/08/19 01:00:00,8296556
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 00:00:00,09/08/19 01:00:00,3156
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 00:00:00,09/08/19 01:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 01:00:00,09/08/19 02:00:00,34691
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 01:00:00,09/08/19 02:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 01:00:00,09/08/19 02:00:00,4180
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 01:00:00,09/08/19 02:00:00,8258360
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 01:00:00,09/08/19 02:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 01:00:00,09/08/19 02:00:00,50153734
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 01:00:00,09/08/19 02:00:00,45
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 02:00:00,09/08/19 03:00:00,12501
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 02:00:00,09/08/19 03:00:00,50697966
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 02:00:00,09/08/19 03:00:00,37835
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 02:00:00,09/08/19 03:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 02:00:00,09/08/19 03:00:00,90
AmazonRDS,Not Applicable,USE2-USE1-AWS-In-Bytes,,09/08/19 02:00:00,09/08/19 03:00:00,208
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 02:00:00,09/08/19 03:00:00,8321819
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 02:00:00,09/08/19 03:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 03:00:00,09/08/19 04:00:00,51260691
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 03:00:00,09/08/19 04:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 03:00:00,09/08/19 04:00:00,14636
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 03:00:00,09/08/19 04:00:00,8299004
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 03:00:00,09/08/19 04:00:00,3
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 03:00:00,09/08/19 04:00:00,80
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 03:00:00,09/08/19 04:00:00,34257
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 04:00:00,09/08/19 05:00:00,49926869
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 04:00:00,09/08/19 05:00:00,35849
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 04:00:00,09/08/19 05:00:00,3
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 04:00:00,09/08/19 05:00:00,45
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 04:00:00,09/08/19 05:00:00,16188
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 04:00:00,09/08/19 05:00:00,8226126
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 04:00:00,09/08/19 05:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 05:00:00,09/08/19 06:00:00,51266679
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 05:00:00,09/08/19 06:00:00,90
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 05:00:00,09/08/19 06:00:00,8317304
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 05:00:00,09/08/19 06:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 05:00:00,09/08/19 06:00:00,12822
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 05:00:00,09/08/19 06:00:00,30097
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 05:00:00,09/08/19 06:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 06:00:00,09/08/19 07:00:00,50555606
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 06:00:00,09/08/19 07:00:00,7808
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 06:00:00,09/08/19 07:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 06:00:00,09/08/19 07:00:00,25678
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 06:00:00,09/08/19 07:00:00,8308121
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 06:00:00,09/08/19 07:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 07:00:00,09/08/19 08:00:00,24764
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 07:00:00,09/08/19 08:00:00,4908
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 07:00:00,09/08/19 08:00:00,45
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 07:00:00,09/08/19 08:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 07:00:00,09/08/19 08:00:00,8311790
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 07:00:00,09/08/19 08:00:00,51189776
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 07:00:00,09/08/19 08:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 08:00:00,09/08/19 09:00:00,4032
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 08:00:00,09/08/19 09:00:00,25104
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 08:00:00,09/08/19 09:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 08:00:00,09/08/19 09:00:00,90
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 08:00:00,09/08/19 09:00:00,8249402
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 08:00:00,09/08/19 09:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 08:00:00,09/08/19 09:00:00,49780883
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 09:00:00,09/08/19 10:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 09:00:00,09/08/19 10:00:00,8313679
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 09:00:00,09/08/19 10:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 09:00:00,09/08/19 10:00:00,51533041
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 09:00:00,09/08/19 10:00:00,2964
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 09:00:00,09/08/19 10:00:00,22615
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 09:00:00,09/08/19 10:00:00,64424509440
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 10:00:00,09/08/19 11:00:00,45
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 10:00:00,09/08/19 11:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 10:00:00,09/08/19 11:00:00,8288992
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 10:00:00,09/08/19 11:00:00,51321008
AmazonRDS,Not Applicable,USE2-APN1-AWS-In-Bytes,,09/08/19 10:00:00,09/08/19 11:00:00,40
AmazonRDS,Not Applicable,USE2-APN1-AWS-Out-Bytes,,09/08/19 10:00:00,09/08/19 11:00:00,40
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 10:00:00,09/08/19 11:00:00,3
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 10:00:00,09/08/19 11:00:00,23113
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 10:00:00,09/08/19 11:00:00,3116
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 11:00:00,09/08/19 12:00:00,8318888
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 11:00:00,09/08/19 12:00:00,3192
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 11:00:00,09/08/19 12:00:00,90
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 11:00:00,09/08/19 12:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 11:00:00,09/08/19 12:00:00,50794937
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 11:00:00,09/08/19 12:00:00,25269
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 11:00:00,09/08/19 12:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 12:00:00,09/08/19 13:00:00,19565
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 12:00:00,09/08/19 13:00:00,64424509440
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 12:00:00,09/08/19 13:00:00,51287135
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 12:00:00,09/08/19 13:00:00,3048
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 12:00:00,09/08/19 13:00:00,80
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 12:00:00,09/08/19 13:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 12:00:00,09/08/19 13:00:00,8273095
AmazonRDS,Not Applicable,USE2-APS1-AWS-In-Bytes,,09/08/19 12:00:00,09/08/19 13:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 13:00:00,09/08/19 14:00:00,50737613
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 13:00:00,09/08/19 14:00:00,8294751
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 13:00:00,09/08/19 14:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 13:00:00,09/08/19 14:00:00,26882
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 13:00:00,09/08/19 14:00:00,3384
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 13:00:00,09/08/19 14:00:00,3
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 14:00:00,09/08/19 15:00:00,135
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 14:00:00,09/08/19 15:00:00,13430
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 14:00:00,09/08/19 15:00:00,8303514
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 14:00:00,09/08/19 15:00:00,3
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 14:00:00,09/08/19 15:00:00,50713514
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 14:00:00,09/08/19 15:00:00,33229
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 14:00:00,09/08/19 15:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 15:00:00,09/08/19 16:00:00,11364
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 15:00:00,09/08/19 16:00:00,8273100
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 15:00:00,09/08/19 16:00:00,50687372
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 15:00:00,09/08/19 16:00:00,3
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 15:00:00,09/08/19 16:00:00,40
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 15:00:00,09/08/19 16:00:00,36642
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 15:00:00,09/08/19 16:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 16:00:00,09/08/19 17:00:00,15736
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/08/19 16:00:00,09/08/19 17:00:00,8277379
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 16:00:00,09/08/19 17:00:00,3
AmazonRDS,Not Applicable,USE2-CAN1-AWS-In-Bytes,,09/08/19 16:00:00,09/08/19 17:00:00,34
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 16:00:00,09/08/19 17:00:00,43039
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/08/19 16:00:00,09/08/19 17:00:00,50690027
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/08/19 16:00:00,09/08/19 17:00:00,64424509440
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/08/19 17:00:00,09/08/19 18:00:00,11744
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/08/19 17:00:00,09/08/19 18:00:00,36409
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/08/19 17:00:00,09/08/19 18:00:00,3
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/08/19 17:00:00,09/08/19 18:00:00,135
