Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 00:00:00,09/01/19 01:00:00,3604939
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 00:00:00,09/01/19 01:00:00,10372
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 00:00:00,09/01/19 01:00:00,952
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 00:00:00,09/01/19 01:00:00,1
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 00:00:00,09/01/19 01:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 00:00:00,09/01/19 01:00:00,16669254
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 00:00:00,09/01/19 01:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 01:00:00,09/01/19 02:00:00,3569933
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 01:00:00,09/01/19 02:00:00,13923
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 01:00:00,09/01/19 02:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 01:00:00,09/01/19 02:00:00,16697664
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 01:00:00,09/01/19 02:00:00,1216
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 01:00:00,09/01/19 02:00:00,21474836480
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 02:00:00,09/01/19 03:00:00,45
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 02:00:00,09/01/19 03:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 02:00:00,09/01/19 03:00:00,1444
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 02:00:00,09/01/19 03:00:00,3573687
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 02:00:00,09/01/19 03:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 02:00:00,09/01/19 03:00:00,16169197
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 02:00:00,09/01/19 03:00:00,12845
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 03:00:00,09/01/19 04:00:00,3648
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 03:00:00,09/01/19 04:00:00,13454
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 03:00:00,09/01/19 04:00:00,21474836480
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 03:00:00,09/01/19 04:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 03:00:00,09/01/19 04:00:00,17220301
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 03:00:00,09/01/19 04:00:00,3577130
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 03:00:00,09/01/19 04:00:00,1
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 04:00:00,09/01/19 05:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 04:00:00,09/01/19 05:00:00,3571293
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 04:00:00,09/01/19 05:00:00,3196
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 04:00:00,09/01/19 05:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 04:00:00,09/01/19 05:00:00,11586
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 04:00:00,09/01/19 05:00:00,16090685
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 05:00:00,09/01/19 06:00:00,45
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 05:00:00,09/01/19 06:00:00,12612
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 05:00:00,09/01/19 06:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 05:00:00,09/01/19 06:00:00,16659057
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 05:00:00,09/01/19 06:00:00,2052
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 05:00:00,09/01/19 06:00:00,3583991
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 05:00:00,09/01/19 06:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 06:00:00,09/01/19 07:00:00,988
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 06:00:00,09/01/19 07:00:00,3590733
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 06:00:00,09/01/19 07:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 06:00:00,09/01/19 07:00:00,17205271
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 06:00:00,09/01/19 07:00:00,8474
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 06:00:00,09/01/19 07:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 07:00:00,09/01/19 08:00:00,11182
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 07:00:00,09/01/19 08:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 07:00:00,09/01/19 08:00:00,1292
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 07:00:00,09/01/19 08:00:00,45
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 07:00:00,09/01/19 08:00:00,16673328
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 07:00:00,09/01/19 08:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 07:00:00,09/01/19 08:00:00,3600232
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 08:00:00,09/01/19 09:00:00,3563074
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 08:00:00,09/01/19 09:00:00,2928
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 08:00:00,09/01/19 09:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 08:00:00,09/01/19 09:00:00,16676978
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 08:00:00,09/01/19 09:00:00,12119
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 08:00:00,09/01/19 09:00:00,21474836480
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 09:00:00,09/01/19 10:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 09:00:00,09/01/19 10:00:00,13663
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 09:00:00,09/01/19 10:00:00,4220
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 09:00:00,09/01/19 10:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 09:00:00,09/01/19 10:00:00,3615588
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 09:00:00,09/01/19 10:00:00,16767366
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 10:00:00,09/01/19 11:00:00,21474836480
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 10:00:00,09/01/19 11:00:00,45
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 10:00:00,09/01/19 11:00:00,3668
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 10:00:00,09/01/19 11:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 10:00:00,09/01/19 11:00:00,10067
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 10:00:00,09/01/19 11:00:00,16959325
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 10:00:00,09/01/19 11:00:00,3577302
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 11:00:00,09/01/19 12:00:00,3552452
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 11:00:00,09/01/19 12:00:00,16107177
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 11:00:00,09/01/19 12:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 11:00:00,09/01/19 12:00:00,2052
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 11:00:00,09/01/19 12:00:00,10407
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 11:00:00,09/01/19 12:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 12:00:00,09/01/19 13:00:00,8341
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 12:00:00,09/01/19 13:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 12:00:00,09/01/19 13:00:00,3590378
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 12:00:00,09/01/19 13:00:00,1560
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 12:00:00,09/01/19 13:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 12:00:00,09/01/19 13:00:00,17213809
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 13:00:00,09/01/19 14:00:00,11989
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 13:00:00,09/01/19 14:00:00,3617748
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 13:00:00,09/01/19 14:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 13:00:00,09/01/19 14:00:00,952
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 13:00:00,09/01/19 14:00:00,16642333
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 13:00:00,09/01/19 14:00:00,45
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 13:00:00,09/01/19 14:00:00,21474836480
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 14:00:00,09/01/19 15:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 14:00:00,09/01/19 15:00:00,11017
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 14:00:00,09/01/19 15:00:00,16655643
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 14:00:00,09/01/19 15:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 14:00:00,09/01/19 15:00:00,3592271
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 14:00:00,09/01/19 15:00:00,1576
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 15:00:00,09/01/19 16:00:00,3566168
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 15:00:00,09/01/19 16:00:00,16662937
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 15:00:00,09/01/19 16:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 15:00:00,09/01/19 16:00:00,14024
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 15:00:00,09/01/19 16:00:00,952
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 15:00:00,09/01/19 16:00:00,960
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 15:00:00,09/01/19 16:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 16:00:00,09/01/19 17:00:00,11656
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 16:00:00,09/01/19 17:00:00,16649968
AmazonRDS,Not Applicable,USE2-USE1-AWS-In-Bytes,,09/01/19 16:00:00,09/01/19 17:00:00,443
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 16:00:00,09/01/19 17:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 16:00:00,09/01/19 17:00:00,3593772
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 16:00:00,09/01/19 17:00:00,1900
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 16:00:00,09/01/19 17:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 17:00:00,09/01/19 18:00:00,16106935
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 17:00:00,09/01/19 18:00:00,2052
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 17:00:00,09/01/19 18:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 17:00:00,09/01/19 18:00:00,10566
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 17:00:00,09/01/19 18:00:00,45
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 17:00:00,09/01/19 18:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 17:00:00,09/01/19 18:00:00,3553166
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 18:00:00,09/01/19 19:00:00,11409
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 18:00:00,09/01/19 19:00:00,1216
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 18:00:00,09/01/19 19:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 18:00:00,09/01/19 19:00:00,3633268
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 18:00:00,09/01/19 19:00:00,17223326
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 18:00:00,09/01/19 19:00:00,1
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 19:00:00,09/01/19 20:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 19:00:00,09/01/19 20:00:00,12247
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 19:00:00,09/01/19 20:00:00,16670031
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 19:00:00,09/01/19 20:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 19:00:00,09/01/19 20:00:00,3588635
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 19:00:00,09/01/19 20:00:00,1140
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 20:00:00,09/01/19 21:00:00,45
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 20:00:00,09/01/19 21:00:00,1028
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 20:00:00,09/01/19 21:00:00,3590986
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 20:00:00,09/01/19 21:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 20:00:00,09/01/19 21:00:00,16145440
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 20:00:00,09/01/19 21:00:00,9327
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 20:00:00,09/01/19 21:00:00,21474836480
AmazonRDS,Not Applicable,USE2-USE1-AWS-In-Bytes,,09/01/19 21:00:00,09/01/19 22:00:00,40
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 21:00:00,09/01/19 22:00:00,17201834
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 21:00:00,09/01/19 22:00:00,5282
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 21:00:00,09/01/19 22:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 21:00:00,09/01/19 22:00:00,3603303
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 21:00:00,09/01/19 22:00:00,12337
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 21:00:00,09/01/19 22:00:00,40
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 21:00:00,09/01/19 22:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 22:00:00,09/01/19 23:00:00,10362
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 22:00:00,09/01/19 23:00:00,1064
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/01/19 22:00:00,09/01/19 23:00:00,85
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 22:00:00,09/01/19 23:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 22:00:00,09/01/19 23:00:00,3560317
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 22:00:00,09/01/19 23:00:00,16670005
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 22:00:00,09/01/19 23:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/01/19 23:00:00,09/02/19 00:00:00,16759094
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/01/19 23:00:00,09/02/19 00:00:00,9460
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/01/19 23:00:00,09/02/19 00:00:00,1
AmazonRDS,Not Applicable,USE2-RDS:ChargedBackupUsage,,09/01/19 23:00:00,09/02/19 00:00:00,0
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/01/19 23:00:00,09/02/19 00:00:00,912
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/01/19 23:00:00,09/02/19 00:00:00,3577730
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/01/19 23:00:00,09/02/19 00:00:00,21474836480
AmazonRDS,Not Applicable,USE2-RDS:TotalBackupUsage,,09/01/19 23:00:00,09/02/19 00:00:00,228116135936
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 00:00:00,09/02/19 01:00:00,1180
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 00:00:00,09/02/19 01:00:00,10827
AmazonRDS,Not Applicable,USE2-USE1-AWS-In-Bytes,,09/02/19 00:00:00,09/02/19 01:00:00,57
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 00:00:00,09/02/19 01:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 00:00:00,09/02/19 01:00:00,16160503
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 00:00:00,09/02/19 01:00:00,3557375
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 00:00:00,09/02/19 01:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 01:00:00,09/02/19 02:00:00,988
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 01:00:00,09/02/19 02:00:00,9672
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 01:00:00,09/02/19 02:00:00,1
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/02/19 01:00:00,09/02/19 02:00:00,45
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 01:00:00,09/02/19 02:00:00,3567333
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 01:00:00,09/02/19 02:00:00,16990229
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 01:00:00,09/02/19 02:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 02:00:00,09/02/19 03:00:00,10901
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 02:00:00,09/02/19 03:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 02:00:00,09/02/19 03:00:00,1064
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 02:00:00,09/02/19 03:00:00,3545211
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 02:00:00,09/02/19 03:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 02:00:00,09/02/19 03:00:00,16684573
AmazonRDS,Not Applicable,USE2-USE1-AWS-In-Bytes,,09/02/19 03:00:00,09/02/19 04:00:00,192
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 03:00:00,09/02/19 04:00:00,1064
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 03:00:00,09/02/19 04:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 03:00:00,09/02/19 04:00:00,3610483
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 03:00:00,09/02/19 04:00:00,10678
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 03:00:00,09/02/19 04:00:00,16688527
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 03:00:00,09/02/19 04:00:00,21474836480
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 04:00:00,09/02/19 05:00:00,21474836480
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 04:00:00,09/02/19 05:00:00,988
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 04:00:00,09/02/19 05:00:00,3579283
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 04:00:00,09/02/19 05:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 04:00:00,09/02/19 05:00:00,8886
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 04:00:00,09/02/19 05:00:00,16700858
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 05:00:00,09/02/19 06:00:00,14517
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 05:00:00,09/02/19 06:00:00,1064
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 05:00:00,09/02/19 06:00:00,21474836480
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/02/19 05:00:00,09/02/19 06:00:00,85
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 05:00:00,09/02/19 06:00:00,3571806
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 05:00:00,09/02/19 06:00:00,16113278
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 05:00:00,09/02/19 06:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 06:00:00,09/02/19 07:00:00,988
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 06:00:00,09/02/19 07:00:00,3602735
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 06:00:00,09/02/19 07:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 06:00:00,09/02/19 07:00:00,17221851
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 06:00:00,09/02/19 07:00:00,9740
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 06:00:00,09/02/19 07:00:00,1
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 07:00:00,09/02/19 08:00:00,3539055
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 07:00:00,09/02/19 08:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 07:00:00,09/02/19 08:00:00,16156631
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 07:00:00,09/02/19 08:00:00,10648
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 07:00:00,09/02/19 08:00:00,1
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 07:00:00,09/02/19 08:00:00,1064
AmazonRDS,Not Applicable,USE2-C3DataTransfer-In-Bytes,,09/02/19 08:00:00,09/02/19 09:00:00,3599621
AmazonRDS,Not Applicable,USE2-DataTransfer-Out-Bytes,,09/02/19 08:00:00,09/02/19 09:00:00,1064
AmazonRDS,CreateDBInstance,USE2-RDS:GP2-Storage,,09/02/19 08:00:00,09/02/19 09:00:00,21474836480
AmazonRDS,Not Applicable,USE2-C3DataTransfer-Out-Bytes,,09/02/19 08:00:00,09/02/19 09:00:00,17270024
AmazonRDS,Not Applicable,USE2-EU-AWS-In-Bytes,,09/02/19 08:00:00,09/02/19 09:00:00,45
AmazonRDS,Not Applicable,USE2-DataTransfer-In-Bytes,,09/02/19 08:00:00,09/02/19 09:00:00,9438
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 08:00:00,09/02/19 09:00:00,1
AmazonRDS,CreateDBInstance:0014,USE2-InstanceUsage:db.t2.micro,,09/02/19 09:00:00,09/02/19 10:00:00,1
